"date","country","country_pt","operator","aircraft","total_survivors","description","year","total_fatalities","id","continent"
"06/04/1962","Bulgaria","Bulgária","Aeroflot","Tupolev Tu-104B",5,"Atingiu uma montanha após perder um motor.","1962",5,1780,"Europa"
"06/28/1962","Russia","Rússia","Aeroflot","Antonov AN-10A",81,"O avião colidiu com uma montanha durante uma aproximação ao Aeroporto Adler. O acidente foi causado por uma mudança nos padrões de abordagem ao aeroporto por parte dos controladores, sem a aprovação das autoridades de aviação. Falta de treinamento da transportadora para voos em regiões montanhosas.","1962",81,1782,"Ásia"
"07/09/1962","Italy","Itália","Trans Mediterranean Airways","Douglas DC-4",6,"O avião de carga desceu e caiu no oceano tentando decolar. Uma perda de potência nos motores nº 1 e 2 após a decolagem, o que resultou em uma perda gradual de altura. A provável reação psicofísica lenta da tripulação, devido ao cansaço, pode ter impedido a percepção do perigo e a execução oportuna de manobras para prevenir o acidente, ou minimizar suas consequências.","1962",6,1786,"Europa"
"07/15/1962","Pakistan","Paquistão","Indian Airlines","Douglas C-47A",3,"Um abutre entrou pela janela da cabine e matou o copiloto.","1962",1,1787,"Ásia"
"07/16/1962","India","Índia","Kalinga Companhias Aéreas","Douglas C-47",9,"Paralisado e quebrado.","1962",9,1788,"Ásia"
"07/19/1962","Thailand","Tailândia","United Arab Airlines","de Havilland Comet 4C",26,"Caiu em uma selva na encosta de uma montanha, a 52 milhas náuticas do aeroporto de Bangkok durante a abordagem. Descida prematura. Erro de navegação.","1962",26,1789,"Ásia"
"07/28/1962","Russia","Rússia","Aeroflot","Antonov An-10A",81,"Atingiu uma montanha ao tentar pousar. Mudanças nos padrões de aproximação para o Aeroporto de Sochi, não aprovadas pelas autoridades de aviação do Estado e sem informar as tripulações de voo sobre isso. Inadequações de controle de vôo e treinamento de tripulação na área de Sochi e treinamento para voos em regiões montanhosas em geral.","1962",81,1791,"Ásia"
"07/30/1962","France","França","Ar francês","Douglas DC-3",8,"Caiu durante um vôo de treinamento.","1962",4,1792,"Europa"
"08/01/1962","Nepal","Nepal","Royal Nepal Companhias Aéreas","Douglas DC-3",10,"Caiu em uma montanha de 11.200 pés, 160 quilômetros de New Deli. Desviou do curso para o norte da pista pretendida.","1962",10,1793,"Ásia"
"08/20/1962","Brazil","Brasil","Panair do brasil","McDonnell Douglas DC-8-33",105,"Decolagem rejeitada. Pista de decolagem de Overran para o mar. Configuração incorreta do estabilizador. A configuração do estabilizador mudou da posição nariz para cima para nariz para baixo. Decisão atrasada de abortar a decolagem.","1962",15,1794,"América"
"08/23/1962","Colombia","Colômbia","Taxader Airlines","Douglas DC-3",32,"Durante a decolagem, a aeronave começou a virar para a esquerda. O piloto se corrigiu para evitar uma colisão com o indicador de vento T e cruzou para o pátio de estacionamento. O piloto aplicou potência máxima e decidiu decolar do avental. A asa de estibordo atingiu dois helicópteros, a carroça girou e explodiu em chamas. Erro do piloto. Técnica de vôo ruim, julgamento errôneo ao tentar decolar fora da pista principal.","1962",20,1795,"América"
"08/24/1962","Peru","Peru","Faucett","Douglas DC-3",9,"Caiu na selva perto de San Ramon.","1962",9,1796,"América"
"09/03/1962","Japan","Japão","Militar - Força de Autodefesa Marítima do Japão","Lockheed P2V-7",12,"Em uma missão de ajuda humanitária, o avião atingiu copas de árvores e caiu.","1962",0,1798,"Ásia"
"09/21/1962","India","Índia","Kalinga Companhias Aéreas","Douglas C-47A",8,"Preso em uma montanha com mau tempo.","1962",8,1803,"Ásia"
"10/12/1973","Mexico","México","Avionas Banamex","de Havilland DH-125-1A",8,"Caiu ao se aproximar da terra.","1973",8,1807,"América"
"10/25/1962","Russia","Rússia","Aeroflot","Tupolev TU-104B",10,"Caiu na decolagem em um vôo de teste. Controles do leme instalados incorretamente.","1962",10,1809,"Ásia"
"11/19/1962","Japan","Japão","Todas as Nippon Airways","Visconde Vickers 828",4,"Fez uma curva fechada, ergueu o nariz e atingiu o chão.","1962",4,1811,"Ásia"
"11/23/1962","France","França","Malev Hungarian Airlines","Ilyushin IL-18D",21,"Paralisou e caiu durante a aproximação, 0,5 milhas do marcador externo. Causa indeterminada.","1962",21,1814,"Europa"
"11/26/1962","Brazil","Brasil","VASP / Privado","Saab Scandia / Cessna 310",26,"Colisão aérea com um Cessna a 2.400 m. Vinte e três mortos no Saab, três no Cessna. Ambos os pilotos não conseguiram manter vigias adequadas para outras aeronaves.","1962",26,1815,"América"
"11/27/1962","Peru","Peru","Varig","Boeing B-707-441",97,"Após iniciar um procedimento de overshoot, por sugestão da torre de controle, por estar muito alta, a aeronave procedeu a uma nova aproximação ao colidir com o Pico La Cruz. Possível interpretação incorreta dos instrumentos de navegação.","1962",97,1816,"América"
"12/06/1962","Colombia","Colômbia","Taxader Airlines","Douglas C-47",26,"Caiu sob forte chuva durante o trajeto. Erro do piloto. Voo em VFR em condições IFR.","1962",24,1818,"América"
"12/14/1962","Brazil","Brasil","Panair do brasil","Constelação Lockheed 049-46-21",50,"Caiu a 9 milhas de seu destino. Causa desconhecida. A aeronave foi batizada de Estevão Ribeiro Baiao Parente.","1962",50,1819,"América"
"12/19/1962","Poland","Polônia","LOT Polish Airlines","Visconde Vickers 804",33,"Parou e caiu a 8 milhas da soleira após ser atingido por um raio.","1962",33,1821,"Europa"
"12/22/1962","Brazil","Brasil","Varig","Convair CV-240-2",40,"Caiu perto da pista, atingindo árvores. A aeronave desceu abaixo da altitude prescrita por motivos indeterminados.","1962",1,1823,"América"
"01/15/1963","Brazil","Brasil","Cruzeiro","Convair CV-240-0",45,"O avião avariado colidiu com casas e explodiu em chamas quando estava se preparando para um pouso de emergência sob chuva constante.","1963",0,1828,"América"
"02/01/1963","Turkey","Peru","Middle East Airlines / Militar - Força Aérea Turca C-47","Vickers Viscount 754D",17,"Colisão aérea entre uma aeronave civil e militar. Ambos os aviões colidiram com uma área densamente povoada, destruindo edifícios, casas e veículos. Quatorze mortos no Visconde, três no C-47 e 87 no solo. Causa atribuída a uma zona de treinamento de voo militar que se estende até o padrão de aproximação associado a aeronaves civis. A aeronave Viscount tinha um plano de vôo IFR, mas estava voando em condições VFR e não avistou o C-47 até que fosse tarde demais.","1963",0,1833,"Europa"
"02/08/1963","Russia","Rússia","Aeroflot","Antonov An-10A",7,"O avião estagnou e caiu.","1963",7,1835,"Ásia"
"03/20/1963","Italy","Itália","Voo Real da Arábia Saudita","de Havilland Comet 4C",18,"Bateu em uma montanha durante a abordagem. Causa desconhecida.","1963",18,1842,"Europa"
"11/20/1964","Sweden","Suécia","Linjefyg","Convair CV-440",43,"A descida atingiu o solo prematuramente a 2 km da pista. A tripulação confundiu as luzes perpendiculares à pista com as luzes da pista e desceu prematuramente.","1964",31,1844,"Europa"
"03/30/1963","Italy","Itália","Itavia","Douglas DC-3",11,"Caiu no Monte Vale Rotonote, 53 milhas a sudeste de Roma, onde o avião estava programado para pousar. Erro de navegação. Descer muito baixo para manter contato visual com o solo. Condições meteorológicas desfavoráveis. Não notificar o ATC das alterações feitas durante o voo.","1963",11,1845,"Europa"
"04/14/1963","Norway","Noruega","Icelandair","Vickers Viscount 759D",12,"Caiu na aproximação, 6 km a oeste da pista. Possível cobertura do estabilizador.","1963",12,1846,"Europa"
"05/03/1963","Cameroon","Camarões","Air Afrique","Douglas DC-6B",55,"A aeronave voou para uma montanha a 6.500 pés. Erro de navegação. A tripulação optou por voar em uma rota proibida em uma altitude muito baixa.","1963",55,1847,"África"
"05/03/1963","Brazil","Brasil","Cruzeiro","Convair CV-340-59",50,"A aeronave voltou ao aeroporto depois que o nº 2 pegou fogo. A tripulação empinou a hélice, fez uma curva à esquerda, estolou e bateu em uma casa. Procedimento de penugem impróprio.","1963",37,1848,"América"
"05/12/1963","Egypt","Egito","United Arab Airlines","Douglas DC-3",34,"Chocou-se com um laranjal enquanto estava a caminho.","1963",34,1849,"África"
"06/03/1963","India","Índia","Indian Airlines","Douglas C-47",29,"Resgatou 25 milhas de Amritsar. Falha estrutural da aeronave no ar, após sobretensão, em decorrência de perda de controle. A perda de controle foi causada por manipulação inadequada do sistema elástico do leme.","1963",29,1851,"Ásia"
"06/26/1963","Germany","Alemanha","Militar - Força Aérea Belga","Kaiser-Fraser C-119G",47,"Atingido por morteiros britânicos sobre Sennelager. Nove pára-quedistas conseguiram pular em segurança antes que o avião caísse.","1963",38,1856,"Europa"
"07/01/1963","Brazil","Brasil","Varig","Douglas DC-3",18,"Bateu nas árvores durante a abordagem inicial com forte nevoeiro. Erro de julgamento do piloto ao tentar voar visualmente em condições climáticas desfavoráveis durante o crepúsculo.","1963",15,1857,"América"
"07/03/1963","New Zealand","Nova Zelândia","New Zealand National Airways","Douglas DC-3",23,"Caiu durante uma descida para Tauranga, a aeronave sofreu fortes chuvas, turbulência e correntes descendentes extremas a sotavento de uma montanha. O avião caiu na cordilheira Kaimai a 2.460 pés, apenas 300 pés abaixo do cume mais próximo. Descida prematura pelo piloto no comando. Previsão enganosa. Falta de equipamentos DME no aeroporto.","1963",23,1859,"Oceânia"
"07/13/1963","Russia","Rússia","Aeroflot","Tupolev TU-104B",35,"Caiu a 2 milhas da pista durante a abordagem. Descida prematura.","1963",35,1860,"Ásia"
"07/15/1963","Madagascar","Madagáscar","Air Madagascar","Douglas C-47",12,"Caiu durante a decolagem.","1963",6,1861,"África"
"08/08/1963","South Africa","África do Sul","Militar - Força Aérea Sul-Africana","Avro Shackleton MR3",13,"A aeronave sofreu congelamento extremo da estrutura de ar e caiu invertida em uma montanha.","1963",13,1864,"África"
"08/12/1963","France","França","Air Inter","Visconde de Vickers 708",20,"Atingido por um raio durante a abordagem inicial em uma tempestade. O acidente resultou de condições meteorológicas excepcionalmente ruins na área onde a aeronave estava segurando a pedido da Lyon Approach. O Conselho não descartou a possibilidade de um relâmpago deslumbrar a tripulação e causar cegueira temporária ou incapacitar consideravelmente os dois membros da tripulação.","1963",0,1865,"Europa"
"08/17/1963","Japan","Japão","Fujita Koku Kabushki Kai","de Havilland DH-114 Heron",19,"Caiu nas montanhas logo após decolar de Hachijo. Causa desconhecida.","1963",19,1867,"Ásia"
"08/21/1963","Russia","Rússia","Aeroflot","Tupelov Tu-124",52,"Depois que o trem de pouso não retraiu após a decolagem, o vôo foi desviado para Leningrado por causa do nevoeiro. Depois de girar por um longo tempo, o avião começou a perder seus motores por falta de combustível e uma vala foi aberta no Rio Neva.","1963",0,1868,"Ásia"
"09/11/1963","France","França","Air Nautic","Vickers Viking 1B",40,"Colidiu com Pide la Roquette enquanto descia para uma abordagem de Perpignan. Erro de navegação.","1963",40,1871,"Europa"
"09/11/1963","India","Índia","Indian Airlines","Vickers Viscount 768D",18,"Entrou em um mergulho íngreme e bateu em um campo. Causa desconhecida.","1963",18,1872,"Ásia"
"10/09/1963","France","França","Aeronaves de Panama","Douglas C-74",6,"Caiu logo após decolar com uma carga de 30 vacas leiteiras.","1963",6,1874,"Europa"
"10/18/1963","Egypt","Egito","Militar - Força Aérea Soviética","Antonov AN-12",31,"Caiu e ardeu em uma tempestade de areia ao tentar pousar em Aswan.","1963",31,1876,"África"
"11/29/1963","Canada","Canadá","Trans Canada Air Lines","McDonnell Douglas DC-8F-54F",118,"A aeronave caiu cerca de 5 minutos após deixar o aeroporto Dorval, em Montreal. Congelamento do sistema pitot ou falha do giroscópio vertical ou uma extensão não programada e despercebida do Compensador de compensação de inclinação.","1963",118,1880,"América"
"12/12/1963","Afghanistan","Afeganistão","Trans Mediterranean Airways","Douglas C-54A",3,"O avião de carga atingiu uma montanha durante o trajeto. Uma estimativa errada da velocidade e direção do vento resultou em um erro de navegação que trouxe a aeronave a 42 nm da rota aérea aprovada. Os possíveis fatores contribuintes foram: falta de previsão do tempo antes da decolagem, preocupações pessoais, fadiga e falta de oxigênio, cartas e mapas inadequados.","1963",3,1883,"Ásia"
"12/15/1963","Egypt","Egito","Misrair","Vickers 634 Viking 1B",6,"Caiu logo após decolar.","1963",6,1884,"África"
"01/09/1964","Argentina","Argentina","Aerolineas Litoral Argentina","Douglas DC-3",30,"O piloto relatou um incêndio localizado na cabine. Logo depois, ele tentou pousar em um campo de aviação perto de Zarate. A aeronave atingiu o solo com seu trem de pouso, motor esquerdo e asa que resultou na avaria do avião e posterior incêndio. A tripulação foi possivelmente vencida pela fumaça do incêndio.","1964",28,1886,"América"
"02/03/1964","Turkey","Peru","Turkish Airlines (THY)","Douglas C-47A",3,"O avião de carga caiu perto da pista durante a abordagem. Procedimento IFR impróprio. Desceu abaixo do MDA.","1964",3,1888,"Europa"
"02/18/1964","India","Índia","Militar - Força Aérea Indiana","Ilyushin IL-14",13,"Caiu no caminho.","1964",13,1893,"Ásia"
"02/22/1964","India","Índia","Militar - Força Aérea Indiana","Fairchild C-119",22,"Explodiu no ar após a decolagem.","1964",22,1895,"Ásia"
"02/27/1964","Japan","Japão","Fuji Companhias Aéreas","Convair CV-240-0",42,"Passou pelo fim da pista ao pousar e bateu em uma pilha de madeira. Reversor da hélice com defeito, velocidade excessiva e frenagem insuficiente.","1964",20,1898,"Ásia"
"02/29/1964","Austria","Áustria","British Eagle International Airlines","Bristol Britannia 312",83,"A aeronave colidiu com o Monte. Glungezer e, em seguida, deslizou por um desfiladeiro, 10 milhas ESE do aeroporto, enquanto em um padrão de espera. O piloto desceu abaixo da altitude mínima segura em uma aparente tentativa de penetrar o vôo VFR nublado em condições IFR.","1964",83,1899,"Europa"
"03/08/1964","Colombia","Colômbia","Táxi Aéreo de Santander","Douglas DC-3",28,"Caiu durante a abordagem final. A manobra evasiva para evitar uma colisão no ar com outra aeronave fez com que o piloto perdesse o controle da aeronave.","1964",28,1901,"América"
